video_id,comment,author,language,sport
dVayGhKRssA,copycats.  kinda lame,@puntvandekomma9498,ca,cycling
PShoJ76n8P4,"Ma perché per tutta la gara c'è scritto in grafica Balsamo/Guazzini, se Chiara si chiama Consonni?",@tatisakura81,it,cycling
PShoJ76n8P4,"Doveva correre Elisa Balsamo con Vittoria Guazzini, non stava bene e Chiara Consonni l'ha sostituita all'ultimo,  si vede che la grafica è stata informata in ritardo del cambio.",@mauroparrini1780,it,cycling
PShoJ76n8P4,Che commentatori… paura,@edoardocampari05,it,cycling
PShoJ76n8P4,MORALE A 300 MILA VAT,@giorgiograffino3724,hu,cycling
PShoJ76n8P4,La regia non capiva più chi seguire.,@vogliousareilmionome,it,cycling
PShoJ76n8P4,I am absolutely loving the extremely Italian celebration from Consonni at 10:17 🤌🤌🤌,@arnet95,en,cycling
PShoJ76n8P4,"That's the gesture for ""what the fuck did we just do?!?""",@stefanovitali2925,en,cycling
PShoJ76n8P4,Meravigliose! ❤,@gianmariopoggi7781,it,cycling
PShoJ76n8P4,this is such a crazy event so wierd to watch,@jackywatts8262,en,cycling
PShoJ76n8P4,"good to see italy winning with such conventional bikes, helmets and skinsuits as well",@chad1411,en,cycling
PShoJ76n8P4,You mean those Pinarellos with sawtooth tube profiles?,@l.d.t.6327,en,cycling
PShoJ76n8P4,@@l.d.t.6327 lol where were those bikes in this race then?,@chad1411,en,cycling
PShoJ76n8P4,"@@chad1411 AFAIK in this very race, the carbon version. Men raced the 3D printed magnesium version. Why the lol, are you under 18?",@l.d.t.6327,en,cycling
PShoJ76n8P4,"@@l.d.t.6327  lol, firstly this was the women's Madison which I commented on, not the men's, and as stated they raced on relatively conventional Pinarellos. secondly the Italian men also raced on these same Pinarellos in the Madison without the sawtooth additions that you were talking about. the 'lol' was for how standard it is for people to come on the internet to make misinformed comments. not sure what my age has to do with this?",@chad1411,en,cycling
PShoJ76n8P4,"@@chad1411 everything I read indicates the 2024 Olympic track pinarellos are offshoots from the hour record bike, with carbon for women, 3D printed magnesium for men in eg the team pursuit and maybe carbon for men in individual numbers / omnium, sporting the sawtooth feature on several tubes. They also have new bar / stem combos. Pinarello said they don’t see aero benefits in the Hope design with widened forks after extensive research. So yes the bikes seem to be conventional in design, but they aren’t price-wise, and are based on R&D costs that are in the same ballpark as the competition.
So in response to your pedantic latest response: 
1. I was talking about the  women madison as well;

2. The Bolide HR C  is constructed from carbon fibre, though shares the same design as the Bolide F HR 3D;

3. I'm not sure why you mention the standard of 'people to come on the internet to make misinformed comments' or maybe you're talking about yourself?

4. Your mental age / lol reaction indicates something below 18.",@l.d.t.6327,en,cycling
PShoJ76n8P4,"The madison needs to be a scratch race like in those 6-day events, the points thing just makes them incomprehensible",@DanArnets1492,en,cycling
PShoJ76n8P4,Don't touch my Madison!,@gasgano8255,en,cycling
PShoJ76n8P4,@@gasgano8255 - I hate it and that's including the medals by Spain,@DanArnets1492,en,cycling
PShoJ76n8P4,How about you grow a brain on the pointing? It really is not that difficult lol,@demi3115,en,cycling
PShoJ76n8P4,"@@demi3115 - We've all seen madison points races where the peloton stops existing so gaining laps stops making sense. Things have gotten so messy that we've seen races not get declared official until like 2-3-4 hours later. It's not a ""ME"" problem, the whole sport recognizes the issue.",@DanArnets1492,en,cycling
PShoJ76n8P4,"I find it very easy to understand, there is only 2 or 3 things that you need to know..",@UpsilonLV-089,en,cycling
PShoJ76n8P4,Complete madhouse !!! Congratulations to all participants ! Hats off to medal winners !,@MrVoayer,en,cycling
0LyXC7iOKE0,Carlos Alcaraz 🇪🇸🎾❤️,@mr.pinapinanoproducciones2194,es,
0LyXC7iOKE0,Sergio Camello 🇪🇸⚽️❤️,@mr.pinapinanoproducciones2194,it,
0LyXC7iOKE0,indahnya mewujudkan impian.. selamat ya.. atas perjuangannya..,@tajMuhammadZet,id,
0LyXC7iOKE0,Rebeca Andrade 😍,@lorenafranklin2625,es,
0LyXC7iOKE0,Why not Arshad he made history,@shehbazsiddique-xp9vh,en,
0LyXC7iOKE0,❤❤❤,@maxxolfenarim,unknown,
0LyXC7iOKE0,"I love you 1%❤️
 I love you 2%❤️
  I love you 3%❤️
   I love you 4%❤️
    I love you 5%❤️
     I love you 6%❤️
      I love you 7%❤️
       I love you 8%❤️
        I love you 9%❤️
         I love you 10%❤️
          I love you 11%❤️
           I love you 12%❤️
            I love you 13%❤️
             I love you 14%❤️
              I love you 15%❤️
               I love you 16%❤️
                I love you 17%❤️
                 I love you 18%❤️
                  I love you 19%❤️
               I love you 20%❤️
              I love you 21%❤️
            I love you 22%❤️
          I love you 23%❤️
        I love you 24%❤️
      I love you 25%❤️
    I love you 26%❤️
  I love you 27%❤️
I love you 28%❤️
 I love you 29%❤️
  I love you 30%❤️
   I love you 31%❤️
    I love you 32%❤️
     I love you 33%❤️
      I love you 34%❤️
       I love you 35%❤️
        I love you 36%❤️
         I love you 37%❤️
          I love you 38%❤️
           I love you 39%❤️
            I love you 40%❤️
             I love you 41%❤️
              I love you 42%❤️
               I love you 43%❤️
                I love you 44%❤️
                 I love you 45%❤️
                  I love you 46%❤️
                I love you 47%❤️
              I love you 48%❤️
            I love you 49%❤️
          I love you 50%❤️
        I love you 51%❤️
      I love you 52%❤️
    I love you 53%❤️
  I love you 54%❤️
I love you 55%❤️
 I love you 56%❤️
  I love you 57%❤️
   I love you 58%❤️
    I love you 59%❤️
     I love you 60%❤️
      I love you 61%❤️
       I love you 62%❤️
        I love you 63%❤️
         I love you 64%❤️
          I love you 65%❤️
           I love you 66%❤️
            I love you 67%❤️
             I love you 68%❤️
              I love you 69%🤨
               I love you 70%❤️
                I love you 71%❤️
                 I love you 72%❤️
                  I love you 73%❤️
                I love you 74%❤️
              I love you 75%❤️
            I love you 76%❤️
          I love you 77%❤️
        I love you 78%❤️
      I love you 79%❤️
    I love you 80%❤️
  I love you 81%❤️
I love you 82%❤️
 I love you 83%❤️
  I love you 84%❤️
   I love you 85%❤️
    I love you 86%❤️
     I love you 87%❤️
      I love you 88%❤️
       I love you 89%❤️
        I love you 90%❤️
         I love you 91%❤️
          I love you 92%❤️
           I love you 93%❤️
            I love you 94%❤️
             I love you 95%❤️
              I love you 96%❤️
               I love you 97%❤️
                I love you 98%❤️
                 I love you 99%❤️
                  I love you 💯%❤️
                 I love you 101%🩷
                I love you 102%💙
               I love you 103%♥️
              I love you 104%❤️
             I love you 105%🖤
            I love you 106%💜
           I love you 107%🧡
          I love you 108%💛
         I love you 109%💚
        I love you 110%💙
       I love you 111%💗
      I love you 112%🧡
     I love you 113%🖤
    I love you 114%❤️
   I love you 115%💙
  I love you 116%💛
 I love you 117%🩷
I love you 118%💜
 I love you 119%💗
  I love you 120%🧡
   I love you 121%🖤
    I love you 122%💛
     I love you 123%💚
      I love you 124%❤️
       I love you 125%💙
        I love you 126%💜
         I love you 127%♥️
          I love you 128%🧡
           I love you 129%💗
            I love you 130%💚
             I love you 131%🖤
              I love you 132%🩷
               I love you 133%🧡
                I love you 134%💙
                 I love you 135%💛
                  I love you 136%❤️
                 I love you 137%💚
                I love you 138%💜
               I love you 139%🧡
              I love you 140%🖤
             I love you 141%💗
            I love you 142%♥️
           I love you 143%💚
          I love you 144%💙
         I love you 145%💛
        I love you 146%💜
       I love you 147%🩷
      I love you 148%🧡
     I love you 149%❤️
    I love you 150%🖤
   I love you 151%💗
  I love you 152%💚
 I love you 153%💛
I love you 154%💜
 I love you 155%♥️
  I love you 156%💙
   I love you 157%🧡
    I love you 158%🖤
     I love you 159%💛
      I love you 160%💚
       I love you 161%💗
        I love you 162%🩷
         I love you 163%❤️
          I love you 164%💙
           I love you 165%🧡
            I love you 166%🖤
             I love you 167%💛
              I love you 168%♥️
               I love you 169%💜
                I love you 170%💚
                 I love you 171%🧡
                I love you 172%🩷
               I love you 173%💙
              I love you 174%❤️
             I love you 175%💗
            I love you 176%🖤
           I love you 177%🧡
          I love you 178%💚
         I love you 179%🤎
        I love you 180%🩵
       I love you 181%❤️‍🔥
      I love you 182%🤍
     I love you 183%❤️‍🩹
    I love you 184%🖤
   I love you 185%💙
  I love you 186%💚
 I love you 187%❤️
I love you 188%♥️
 I love you 189%💛
  I love you 190%🩵
   I love you 191%🤎
    I love you 192%❤️‍🔥
     I love you 193%🤍
      I love you 194%💙
       I love you 195%🖤
        I love you 196%💚
         I love you 197%🤎
          I love you 198%💗
           I love you 199%❤️‍🩹
            I love you 200%❤️‍🔥
             I love you 201%❤️
              I love you 202%🩵
               I love you 203%💜
                I love you 204%🩷
                 I love you 205%🤎
                  I love you 206%🩵
                   I love you 207%♥️
                  I love you 208%💚
                 I love you 209%❤️‍🔥
                I love you 210%❤️‍🩹
               I love you 211%🤍
              I love you 212%🧡
             I love you 213%💜
            I love you 214%♥️
           I love you 215%💛
          I love you 216%🩵
         I love you 217%💙
        I love you 218%💗
       I love you 219%❤️‍🔥
      I love you 220%🧡
     I love you 221%🩷
    I love you 222%🖤
   I love you 223%❤️‍🩹
  I love you 224%💛
 I love you 225%❤️‍🔥
I love you 226%💜
 I love you 227%💙
  I love you 228%🤎
   I love you 229%💛
    I love you 230%❤️‍🔥
     I love you 231%❤️‍🩹
      I love you 232%🖤
       I love you 233%💚
        I love you 234%💙
         I love you 235%🩵
          I love you 236%💜
           I love you 237%🧡
            I love you 238%🤍
             I love you 239%❤️
              I love you 240%♥️
               I love you 241%❤️‍🔥
                I love you 242%💙
                 I love you 243%💗
                  I love you 244%💛
                 I love you 245%🧡
                I love you 246%🖤
               I love you 247%💚
              I love you 248%🩷
             I love you 249%🤎
            I love you 250%🩵
           I love you 251%❤️‍🩹
          I love you 252%💙
         I love you 253%🤍
        I love you 254%💗
       I love you 255%💛
      I love you 256%♥️
     I love you 257%💚
    I love you 258%💙
   I love you 259%💜
  I love you 260%❤️‍🔥
 I love you 261%❤️
I love you 262%🤍
 I love you 263%🧡
  I love you 264%💛
   I love you 265%🩷
    I love you 266%🖤
     I love you 267%🤎
      I love you 268%💜
       I love you 269%❤️‍🩹
        I love you 270%💗
         I love you 271%🤍
          I love you 272%♥️
           I love you 273%🩵
            I love you 274%💚
             I love you 275%❤️‍🔥
              I love you 276%💛
               I love you 277%🩷
                I love you 278%💙
                 I love you 279%❤️
                  I love you 280%🖤
                 I love you 281%🧡
                I love you 282%❤️‍🩹
               I love you 283%💗
              I love you 284%💚
             I love you 285%🩵
            I love you 286%💙
           I love you 287%❤️
          I love you 288%💜
         I love you 289%🤍
        I love you 290%🖤
       I love you 291%♥️
      I love you 292%🤎
     I love you 293%🩵
    I love you 294%💚
   I love you 295%🩷
  I love you 296%🖤
 I love you 297%❤️‍🔥
I love you 298%💛
 I love you 299%❤️‍🩹
  I love you 300%❤️
   I love you 301%❤️‍🔥
    I love you 302%💚
     I love you 303%🩷

GREAT EDIT❤❤",@Just_Another_Random_ChaNeLL,sk,
0LyXC7iOKE0,Ye song da key,@dongambino6571,id,
0LyXC7iOKE0,I love this athletes when are kids 😢❤😊🥹,@katjadimitriadis,en,
0LyXC7iOKE0,"❤❤❤❤❤❤❤❤❤❤❤❤
Nice 💞💞💞💞💞💞",@Earth1758,unknown,
fPROAPx3A-Y,This match was way more difficult than final USA x Italy. Americans were meek with Italy.,@panbaco,en,cycling
fPROAPx3A-Y,"Because Italian team destroyed them, there was no match.",@danilorossi8743,en,cycling
fPROAPx3A-Y,CHOrANDO SE FOI LAS BRAZUCAS LALA LALA LA LA,@ITHINKDAFUCKNOTYOUTRICKASSBITC,de,cycling
fPROAPx3A-Y,"Two monsters competing could have been the final for the gold, what a match!
Brazil failed in the 3rd set and paid the price at the end, the USA never fails in the decisive moments.
Italian commentators are often not impartial here they sided with Brazil.",@ragindo,en,cycling
fPROAPx3A-Y,Brazil or turkey bronze?,@user-we2tg6km1g,tr,cycling
fPROAPx3A-Y,TURKEY OF COURSE,@ITHINKDAFUCKNOTYOUTRICKASSBITC,en,cycling
fPROAPx3A-Y,Пиндоски😮,@user-gi4yv7es6j,ru,cycling
fPROAPx3A-Y,Wl😅😮 1:54 po🎉od🎉my,@adamesaiberson9939,pl,cycling
fPROAPx3A-Y,no purple faces here?,@user-qf1fz5xg9c,en,cycling
fPROAPx3A-Y,WELL DONE U S A !!!,@teodorsuditu6800,en,cycling
fPROAPx3A-Y,"Well done USA, they beat the favorite team to win. Congrats to Brazil too, they put up a real fight. The other semifinal was disappointing and boring but this one was fire.",@kudzem,en,cycling
fPROAPx3A-Y,LOL. Favorite team...,@NoName-hg6cc,it,cycling
fPROAPx3A-Y,Ya no suban la voz del narrador por favor. 😵‍💫,@Ikbenguillermo,es,cycling
n3laasPlnps,They literally used AI images cause the whole city is EMPTY 😂 HAHAHAHAHAHA go woke go broke.,@badasslifestylee,en,football
n3laasPlnps,It was a vomit!,@foreverseeking8397,en,football
n3laasPlnps,The haters gonna hate,@magicrtrip5492,en,football
n3laasPlnps,"Maybe they should have did more audacious things to give you haters more reason to be upset about. The Paris Olympics was about defying all odds especially in the face of prejudice from people like you. The Olympics want yo be inclusive, fun and engaging yet most people are do regressive and trap in their own prejudices. I feel sad for common people.",@Zacky51188,en,football
n3laasPlnps,"Olympians are making lots of money, . .will they to let their guard down",@Melinda-k2t,en,football
n3laasPlnps,"This is the case of Hollywood.  .it was full of talented years ago. . . They soon let their guard down, and invited  in brothels,  parties and drugs. . And had short sucess.",@Melinda-k2t,en,football
n3laasPlnps,"I'm at the point where I'm starting to not like what artificial intelligence is doing and at the same time I did not like the Olympics ceremony either😮🎉😮🎉. 


I'm beginning to think that maybe people are the artificial intelligence",@PlatinumPlayAzParlayPartie,en,football
n3laasPlnps,...,@ClaudiuRizea-b5o,unknown,football
n3laasPlnps,Uzbekistan 🇺🇿,@user-ww6oz5ur5h,id,football
n3laasPlnps,"Actually, they didn't mock God. They tried to mock God. GOD CANNOT BE MOCKED.",@pthoaloo,en,football
EN4CW1ggLsc,Tu es au top tu vas te rattraper,@jocelynerasse597,lv,
EN4CW1ggLsc,"Une bête, il va les broyer la prochaine fois",@pierricklesage3194,fr,
EN4CW1ggLsc,Le blond,@Rhzvfjzvfjz,fr,
EN4CW1ggLsc,T'as 2 médailles de bronze à 17 ans Bravo l'artiste on est fier de toi !,@RAC59000,fr,
EN4CW1ggLsc,Franchement pas cool mais c'est le destin,@lefarmeur50,fr,
EN4CW1ggLsc,قريب يكون اسمه محمد أبو تريكة 😂,@Rayray25000,ar,
EN4CW1ggLsc,C'est  ma discipline préférée  au jo❤❤❤❤❤❤❤,@user-kj2wz4bm1n,fr,
EN4CW1ggLsc,Tu et jeune  ambitieux  t inquiète pas mino tu aura  ta revanche,@leventozturk8684,fr,
EN4CW1ggLsc,"Content de cette défaite,toutes les médailles devraient être Chinoises en ping pongvu l ecart Ve les autres joueurs
En plus toute cette pub pour ces 2 frères alors qu il y a de très bons autres joueurs et dans le passé on a connu b bien meilleur et pas aussi mediatise",@jeanyvescrenn6517,fr,
EN4CW1ggLsc,Non on en a jamais connu des aussi bon justement,@antoinelhomer8262,fr,
EN4CW1ggLsc,Félix à 17 ans 2 médailles de bronze aux JO ! je ne connais pas d'autres,@RAC59000,fr,
EN4CW1ggLsc,Tu nous a fait tellement de bien pendant ces jeux ! merci ✨️,@kenizemo6189,fr,
emZDytzNtdo,AAP merathan m race krti ho,@Abhishek-w8u8z,en,
emZDytzNtdo,"I feel so bad for Noah Lyes, he is a very good runner",@colette_equestrian,en,
emZDytzNtdo,Я так и думал . Ещё 2 года назад я предсказал что Tebogo будет бежать как Усэйн Болт! У них одинаковые шаги . ! Думаю что Тебого восходящая звезда спринта!,@igorigor9792,ru,
emZDytzNtdo,People who record themselves reacting are the worst people in the world,@coolinmac,en,
emZDytzNtdo,"Tebogo ,is ❤❤osm runner 🎉🎉",@Nayak_0001,no,
emZDytzNtdo,Everyone around you standing normally. Yet you’re the only one shocked?,@aliyaspahic,en,
emZDytzNtdo,Can't White people compete with the blacks?,@manu-manuel,en,
emZDytzNtdo,Only blacks 😮😮😢😢,@manu-manuel,en,
emZDytzNtdo,When being arrogant doesn’t go your way. Dude lied about having Covid 19 and that’s why he lost. No you lost because you were slower then the other sprinters,@TruCunt,en,
emZDytzNtdo,"Ssssshhhhhhh..........
sileeennnttt.... 😂😂😂😂😂
noah sleeepp....",@nananghidayatul9980,fi,
vsA6CCOUZ7o,"That's what we want to see , not half dressed hybrids portraying the last supper",@user-mf4jj6le6d,en,cycling
vsA6CCOUZ7o,Better than that trash opening ceremony,@cucuvirgil2976,en,cycling
vsA6CCOUZ7o,She twerk😂😂😂😂😂,@turanserce2344,en,cycling
vsA6CCOUZ7o,Is she twerking?😳,@user-tm8he6yg2q,en,cycling
35vSVEK6CfE,Super fast!!! he doesn't miss a thing!!!,@OlympicShortsStories,en,
35vSVEK6CfE,Stop big  up the gal like that she’s not all that! She’s just all that you got!😊,@altheaarmstrong5853,en,
35vSVEK6CfE,We all love you.(from Nepal),@gita1385,en,
35vSVEK6CfE,Старт слабый...,@Andre-gu7hk,ru,
35vSVEK6CfE,Tiene que sacar el paracaídas para poder frenar 😂😂😂😂,@rodolfocastaneda3920,es,
35vSVEK6CfE,You are my favorite  ❤,@josephtafangepasi6013,fr,
35vSVEK6CfE,"she seems to just increase her speed,  she look like she can go faster",@gabrielleandre5445,en,
35vSVEK6CfE,Great athlete!! J Alfred had to work really hard to beat her in the finals and win the gold...,@bhargabrajmedhi315,en,
35vSVEK6CfE,美人で素敵なアスリート😊,@user-cj3mp3cj8p,ja,
35vSVEK6CfE,How she only wins,@radhakrishnan1476,en,
ga7J87VSW6k,Almost a collision lmfao! The Ethiopian blatantly tried to cheat her way to victory poor form for a so called sports person,@anthonydevany7706,en,cycling
ga7J87VSW6k,"Ithopian girl she wants block  sifan  ,but  sifan  is winner .sifan comes somali but running Netherland viva sifan.",@Sarta100,en,cycling
ga7J87VSW6k,I see no Dutch women,@22grena,en,cycling
ga7J87VSW6k,"You always have to look where you're opponent is running before you take the inner turn. The protest she claimed that sifan was pushing her was a joke. 
Sifan raced a smart marathon didn't take the lead and runned her own speed up hill.",@1977Ruudje,en,cycling
ga7J87VSW6k,"There's always a hectic moment before success look at that crash , had Hassan fallen it will be over. Lesson learnt stay strong to achieve Ur success",@picantomanmontgomery5732,en,cycling
ga7J87VSW6k,The complaint was probably made by the Ethiopian sports league and not by the athlete herself,@vidsonstage,en,cycling
ga7J87VSW6k,❤❤❤,@ArnoDeParno,unknown,cycling
ga7J87VSW6k,"Typical Sifan... the longer she is running, the more she's speeding up 😅👏 Extraordinary this lady👍",@tobiMelka,en,cycling
ga7J87VSW6k,3x a medal. Awesome!,@chezrenes,so,cycling
ga7J87VSW6k,Sifan❤,@TehRunescapeHelp,sw,cycling
rYhJe6VpwFg,Video schifosi tagliati alla fine sulle parole dei cronisti.,@Gae52,it,cycling
rYhJe6VpwFg,Con chi sostituisci quando si fa il dubbio cambio e perché,@cicciopaolo236,it,cycling
rYhJe6VpwFg,Hope to see this in final too,@kivori3438,en,cycling
rYhJe6VpwFg,Italy best wall team of the world. Not even close.,@mikaelsmith5094,en,cycling
rYhJe6VpwFg,I migliori di sempre... forza Azzurri! 💙🇮🇹❤️,@milantehrandubai,it,cycling
rYhJe6VpwFg,Italy-Turkey women? 🤣🤣😂😂,@theCatsitter878,en,cycling
rYhJe6VpwFg,Forse italiani,@shirantv8994,it,cycling
rYhJe6VpwFg,"I’m a Bangladeshi student.11500+ injured 20000+ arrest More then 1000+ students have been killed by Bangladesh police, BGB, RAB, ARM, Chatra League & ruling perty awami league .More than 36 children were killed. Those were less than 18 years old. And total students have been killed approximately 1200. In addition the government didn't speak the truth about the death not only that but also more then 11500+ students have been injured. Also, thousands of students have been arrested. It's terrible situation here in Bangladesh. So, now Our demand is government has to resign. And last but not the least pray for us as well as spread the news to the world.",@IshratJahanBepari,en,cycling
rYhJe6VpwFg,"Congratulations to Italian Brothers, from Poland. Good game",@TomaszPiotrowski-wf4mh,en,cycling
rYhJe6VpwFg,"Hey fratello, ci rivediamo in finale... e che vinca il migliore!",@felicespampanato-hf5st,it,cycling
rYhJe6VpwFg,"Telecronista con cadenza insopportabile, per me",@lorenzogiomarelli7983,it,cycling
UHPAPkcAlqM,Real feminism,@franciskagergics1474,ro,cycling
UHPAPkcAlqM,🇦🇿🇦🇿🇦🇿,@ysl-k9j,unknown,cycling
UHPAPkcAlqM,Our Yaylagyul❤🇦🇿,@yagmur_li8899,tr,cycling
UHPAPkcAlqM,Honour of Azerbaijan ❤️,@umayyyh,en,cycling
UHPAPkcAlqM,Azerbaycan qadinina şərait yaradan olsa imkan veren olsa tek başına dağı dağ üstə qoyar..ehsen❤❤❤❤,@huzun4178,tr,cycling
UHPAPkcAlqM,So cool!!,@liak.1642,so,cycling
UHPAPkcAlqM,"A woman with a standard pregnancy can do that with no problem. She could not run or weight lift, but come on…",@isasala9111,en,cycling
UHPAPkcAlqM,Maşallah,@sefikagok578,tr,cycling
UHPAPkcAlqM,Bebé olímpico ❤,@anaccvv99,pt,cycling
UHPAPkcAlqM,Nuts,@vivi-ws9yl,et,cycling
P_HNGzBnJU4,😂😂😂❤!,@alisaallen2331,unknown,
P_HNGzBnJU4,I was singing the subtitles to the song😂😂,@speedking1353,en,
P_HNGzBnJU4,"2024 :
Duncan Scott - 8 medals
ryan murphy - 9 medals 
Caeleb Dressel - 10 medals
Adam Peaty - 6 medals
ryan lochte - 12 medals
Emma McKeon - 14 medals
katie ledecky - 14 medals
i don;t know Léon Marchand
French swimmer, but he won 4 gold, 1 bronze in paris the best of 2024",@jamesclarkmaxwell-v2n,en,
P_HNGzBnJU4,How precious and amazing 🥹🥹🥹,@eleanoralloyd1,en,
P_HNGzBnJU4,Apa,@AuygayhuHnhuquyhq,tl,
P_HNGzBnJU4,His skibbies are the best ones there!,@mjbimroy,en,
P_HNGzBnJU4,Nice,@YourAverageMobileDude,ro,
P_HNGzBnJU4,Cute,@leticiadalea7581,ro,
P_HNGzBnJU4,Weird,@sachintandon2654,de,
P_HNGzBnJU4,Theres nothing impressive about these people,@LoungingBacon,en,
P_HNGzBnJU4,Frrr,@Sofiaaaaaa1,nl,
TCcBdLIuU7k,Isso é o esporte!,@wendersonmano6026,pt,
TCcBdLIuU7k,"She lying, she just tired and faked injury",@lilzen202,en,
TCcBdLIuU7k,🇧🇷♥️🔥,@gabrielcoelholuiz8473,unknown,
TCcBdLIuU7k,Is the Brazilian girl single….??!!! 💚💛🖤,@Stuff_I_Watch,en,
TCcBdLIuU7k,🆗,@AlexsandroDasilvasantana-yx1jo,unknown,
TCcBdLIuU7k,🇦🇴💜🇧🇷,@jeonjungkook-m6m,unknown,
TCcBdLIuU7k,❤❤❤❤❤❤,@chaichai7534,unknown,
TCcBdLIuU7k,Ése es el Verdadero Espíritu Deportivo..👍👍👍💫💫🙏,@gabrielvasquez4468,es,
TCcBdLIuU7k,Oh dear.,@francisnguyen6349,de,
TCcBdLIuU7k,Wonderful ❤👏👏 These games bringing out the best in people.,@andread4595,en,
CO4sKL3uFMA,Polonya her onemli macta boyle sacma sapan oynuyor anlamsiz,@gull2173,tr,cycling
CO4sKL3uFMA,skinner my goat,@teejay2132,no,cycling
CO4sKL3uFMA,Straight win for USA. Congrats.. Check TU vs. CN 3-2 match if you want to see something really incredible.,@ozt2275,en,cycling
CO4sKL3uFMA,"Incredible was Poland vs  USA, but MEN teams :  3-2 after the thriller  😁",@jacekboczarski6698,en,cycling
CO4sKL3uFMA,The most beautiful womens in sport! Good job USA 👍🏆🇸🇮,@bostjanhribersek1205,en,cycling
CO4sKL3uFMA,i dont think so. Not even close,@pashha27,en,cycling
CO4sKL3uFMA,Doesn’t seem so incredible but anyways😂😂😂,@Nazk7777,en,cycling
CO4sKL3uFMA,What a rubbish game!,@codingstyle9480,en,cycling
CO4sKL3uFMA,"Polonya'ya üzüldüm. Aslında yenebilirlerdi Amerika'yı....Ama bu oyunla değil, Polonya iyi bir takım...Amerika'yı tebrik ederiz...",@altancengiz7109,tr,cycling
CO4sKL3uFMA,"Right, it was incredible. Indeed we thought to watch a hard fight, instead we did watch one team playing volleyball and the other team watching the opponents playing.
That's really incredible.",@goodbyestranger6824,en,cycling
CO4sKL3uFMA,"La Polonia è la delusione di queste Olimpiadi.
La Wolosz sul viale del tramonto.",@roccoruggiero4728,it,cycling
-Pb8vOxYL0U,nail techs deserve their flowers too !!,@YouTube,en,swimming
-Pb8vOxYL0U,HEYY YOUTUBE,@frogsarecute6771,cy,swimming
-Pb8vOxYL0U,ẞ,@magicalunicorn1296,unknown,swimming
-Pb8vOxYL0U,HOW AM I THIRD ON THIS??????,@HANEEN_680,en,swimming
-Pb8vOxYL0U,Hi YouTube,@mrdinosaurproductions9507,en,swimming
-Pb8vOxYL0U,First,@LFEJ_DK,en,swimming
-Pb8vOxYL0U,NAH SHE BOUTTA DO RE ROOM,@Xxxxxbacon_hairXxxxx,de,swimming
-Pb8vOxYL0U,"ij swimming, you dont have to tap the wall, you have to trigger a panel with power so, nah",@Housebrick_vr,en,swimming
-Pb8vOxYL0U,And that's why you see many female swimmers with ridiculously long acrylics,@INeedYouToShutYourFace,en,swimming
-Pb8vOxYL0U,BFDI MOUTH!!!!!!!!,@jellyandcats,sw,swimming
-Pb8vOxYL0U,LOLLL THE BFDI MOUTH,@p0wd3redh4rtz,vi,swimming
-Pb8vOxYL0U,I want mat pat back,@Sawyer975,tl,swimming
-Pb8vOxYL0U,This confused me. For a second i thought we were arguing for or again winning theough such a thing not proving it happens at all xD,@RedeemerofDark,en,swimming
-Pb8vOxYL0U,"That shouldn't count, that's cheating. You need to bring yourself over the line. If that's allowed then nails get longer to make the difference will make it ridiculous that should not be enabled.",@Gloriaficent,en,swimming
-Pb8vOxYL0U,Nails can actually slow you down initially because runners push off their fingertips which is something that’s hard to go with even medium nails!,@monet_.k2254,en,swimming
GjiNiMDNE5U,Les missiles qu’ils s’envoient…,@borugby,fr,
GjiNiMDNE5U,"Plus que ces succès..
Jouer en porte plume.. Même le Chinois ne le font plus.
Un gros 👍 pour Félix ❤",@happyti.g1019,fr,
GjiNiMDNE5U,Ca ping et ça pong.,@dominiquegerault9760,tl,
GjiNiMDNE5U,Il va renverser la planète ping et sera bientôt numéro un mondial devant l'Asie,@user-xg6ub1of7e,fr,
GjiNiMDNE5U,Faudra m'expliquer l'intérêt de montrer en premier la 5e pour ensuite passer les 4 premières et montrer de nouveau la 5e balle de match,@Bien_se_passer_tkt_pas,fr,
GjiNiMDNE5U,Ce gars est incroyable 🤯🤯🤯,@JojoCutrupi,fr,
GjiNiMDNE5U,le plus jeune medaillé olympique de l'histoire du ping le futur goat,@JesseWhite10,fr,
GjiNiMDNE5U,"Les frères Lebrun, nous ont fait rêver de ouf, dans 4 ans, les chinois vont souffrir et c'est bien ... Merci pour ses jeux divin, ils n'ont pas eu la médaille d'or, mais c'est comme ci...",@eleonoremythlya9305,fr,
GjiNiMDNE5U,On se rend pas compte des parpaings qu’il lui envoie,@kevcc_,fr,
GjiNiMDNE5U,Un monstre en puissance notre Félix ❤,@user-uq8rg5ye3l,fr,
onCbNKC5jqI,"Hiii besties! If you enjoyed this, please like & subscribe for more content like this 🫶❤️ (& a Gold medal ☺️🥇) LYSM! ❤️",@Sussan_Mourad,en,
onCbNKC5jqI,Why Suni not representing from China her is Hmong ethic in China,@mina-zy4my,en,
onCbNKC5jqI,She’s born in America not china,@itsomarsopinion,en,
onCbNKC5jqI,The TikTok Olympics. So glad these girls got some new material for social media..They will look back years from now and cringe big time,@Trace7173,en,
onCbNKC5jqI,"Rebecca Andrade ✌🏼🥹
The gold is ours! 🇧🇷🇧🇷",@Javra88,en,
onCbNKC5jqI,"nah suni pulled off a miracle , shes looking stunning after her challenges",@LastDitchGambling,en,
