video_id,comment,author,language,sport
OBt34myQWZE,Should have given qatar.. they would have done better,@shireenkhan6387,en,
OBt34myQWZE,Sara paisa to opening ceremony mei dikhayi gayi bakchodiyo mei lag vaya,@ShubhamKumar-sm8ey,tl,
OBt34myQWZE,Whole Paris olympics from the beginning till the end was a joke,@EnoshJohnathan,en,
OBt34myQWZE,Good support to our athletes modi ji 😂,@gks350,en,
OBt34myQWZE,"If this had happened in India,I don't know what the foreigners would be saying,forget about that,even a lot of Indians also",@APVAPF,en,
OBt34myQWZE,Don't let them cook again,@Gautam_anaadi,en,
OBt34myQWZE,Paris as a city is a joke,@sunny1001,en,
OBt34myQWZE,The wanted cow pee in their food.,@kamrandat1,en,
OBt34myQWZE,And we invited their president,@Mohd.Kamran7,en,
OBt34myQWZE,Prestigious west😂,@QuotesWorld987,en,
ga7J87VSW6k,Almost a collision lmfao! The Ethiopian blatantly tried to cheat her way to victory poor form for a so called sports person,@anthonydevany7706,en,cycling
ga7J87VSW6k,"Ithopian girl she wants block  sifan  ,but  sifan  is winner .sifan comes somali but running Netherland viva sifan.",@Sarta100,en,cycling
ga7J87VSW6k,I see no Dutch women,@22grena,en,cycling
ga7J87VSW6k,"You always have to look where you're opponent is running before you take the inner turn. The protest she claimed that sifan was pushing her was a joke. 
Sifan raced a smart marathon didn't take the lead and runned her own speed up hill.",@1977Ruudje,en,cycling
ga7J87VSW6k,"There's always a hectic moment before success look at that crash , had Hassan fallen it will be over. Lesson learnt stay strong to achieve Ur success",@picantomanmontgomery5732,en,cycling
ga7J87VSW6k,The complaint was probably made by the Ethiopian sports league and not by the athlete herself,@vidsonstage,en,cycling
ga7J87VSW6k,❤❤❤,@ArnoDeParno,unknown,cycling
ga7J87VSW6k,"Typical Sifan... the longer she is running, the more she's speeding up 😅👏 Extraordinary this lady👍",@tobiMelka,en,cycling
ga7J87VSW6k,3x a medal. Awesome!,@chezrenes,so,cycling
ga7J87VSW6k,Sifan❤,@TehRunescapeHelp,sw,cycling
TCcBdLIuU7k,Isso é o esporte!,@wendersonmano6026,pt,
TCcBdLIuU7k,"She lying, she just tired and faked injury",@lilzen202,en,
TCcBdLIuU7k,🇧🇷♥️🔥,@gabrielcoelholuiz8473,unknown,
TCcBdLIuU7k,Is the Brazilian girl single….??!!! 💚💛🖤,@Stuff_I_Watch,en,
TCcBdLIuU7k,🆗,@AlexsandroDasilvasantana-yx1jo,unknown,
TCcBdLIuU7k,🇦🇴💜🇧🇷,@jeonjungkook-m6m,unknown,
TCcBdLIuU7k,❤❤❤❤❤❤,@chaichai7534,unknown,
TCcBdLIuU7k,Ése es el Verdadero Espíritu Deportivo..👍👍👍💫💫🙏,@gabrielvasquez4468,es,
TCcBdLIuU7k,Oh dear.,@francisnguyen6349,en,
TCcBdLIuU7k,Wonderful ❤👏👏 These games bringing out the best in people.,@andread4595,en,
Xci7dzk-bFk,He is the only player on earth allowed to dribble into a double team and shoot a 35 footer falling away while leaving KD and Lebron James Open,@dan.m.8614,en,cycling
Xci7dzk-bFk,USA THE BEST OF THE BEST!!!,@vagelisdimka7638,en,cycling
Xci7dzk-bFk,"4 3s in less than 3 minutes, the last one is absolutely incredible! Curry 🔥",@chrismelaworld1543,en,cycling
Xci7dzk-bFk,this is enough to make a grown man cry...,@Wisznuification,en,cycling
Xci7dzk-bFk,USA defines basketball,@safdon2741,no,cycling
Xci7dzk-bFk,"Curry dispenses with that double team like, ""Oh, Curly and Moe -- you two again,"" and makes the 3 pointer right in their faces.",@jadentrez,en,cycling
Xci7dzk-bFk,Number 1 of all times,@vitorlopes744,en,cycling
Xci7dzk-bFk,"Clearly Europeans are surprised about that shot like curry doesn’t do it every game cos they dont follow NBA, if you lot televised NBA then u wont be surprised. Curry took better shots than that, they only saw 2 defenders contested it but not as tight as they do in playoffs. No surprise they gonna win it anyway.",@bervickrose,en,cycling
Xci7dzk-bFk,"Few can stand shoulder to shoulder with Lebron, even on this team. Curry and KD do, simply outstanding. Great tourney from the French.",@TheSelloutCrowd,en,cycling
Xci7dzk-bFk,Afro-Americans beats Afro-French.,@jfkgkgkhkhjgkgjgjg5914,en,cycling
UHPAPkcAlqM,Real feminism,@franciskagergics1474,ro,cycling
UHPAPkcAlqM,🇦🇿🇦🇿🇦🇿,@ysl-k9j,unknown,cycling
UHPAPkcAlqM,Our Yaylagyul❤🇦🇿,@yagmur_li8899,tr,cycling
UHPAPkcAlqM,Honour of Azerbaijan ❤️,@umayyyh,nl,cycling
UHPAPkcAlqM,Azerbaycan qadinina şərait yaradan olsa imkan veren olsa tek başına dağı dağ üstə qoyar..ehsen❤❤❤❤,@huzun4178,tr,cycling
UHPAPkcAlqM,So cool!!,@liak.1642,en,cycling
UHPAPkcAlqM,"A woman with a standard pregnancy can do that with no problem. She could not run or weight lift, but come on…",@isasala9111,en,cycling
UHPAPkcAlqM,Maşallah,@sefikagok578,tr,cycling
UHPAPkcAlqM,Bebé olímpico ❤,@anaccvv99,pt,cycling
UHPAPkcAlqM,Nuts,@vivi-ws9yl,de,cycling
D_I71v3laAE,27 лет я в шоке,@jekaterinanikiforenko7164,ru,cycling
D_I71v3laAE,"*JESUS ​​was crushed on a cross* so that your sin and your filth could be erased; *to save you from the eternal hell* that awaits you, *if you don’t repent.* Get to know your Savior and let Him cleanse and transform your life before it’s too late. There is nothing He can’t do. The One who rose from the dead is God Almighty. Seek Him! *Read the Bible.* 
God loves you.
*THE END IS NEAR.*",@elsamusoy,en,cycling
D_I71v3laAE,🤎 🐐,@lodjurlynx9939,unknown,cycling
D_I71v3laAE,I love It Simone biles,@francescaprivizzini4260,it,cycling
D_I71v3laAE,WHAT A BEAUTY !,@franzsolinas7893,hu,cycling
D_I71v3laAE,Молодец Симона!!!,@Oleg_Sloboda,ru,cycling
D_I71v3laAE,"В 2016 году хакерская группа Fancy Bears Hack Team опубликовала взломанные данные Всемирного антидопингового агентства (WADA), согласно которым в четырёх допинг-тестах Байлз, проведенных с 11 по 16 августа 2016 года во время Олимпийских игр, был обнаружен психостимулятор метилфенидат. После этого Антидопинговое агентство США было вынуждено признать, что Байлз было выдано разрешение на терапевтическое использование (TUE) данного препарата для лечения синдрома дефицита внимания и гиперактивности[7][8]. Сама Байлз написала в Twitter, что не стыдится применения лекарств, которые помогли ей преодолеть трудности концентрации внимания[9].
Одной из причин неудачного выступления Байлз на Олимпийских играх 2020, возможно, являлся запрет на свободный ввоз метилфенидата в Японию [10][11].",@alfiakhabirova9944,ru,cycling
D_I71v3laAE,🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟💛👑!,@AKAndoh,unknown,cycling
D_I71v3laAE,In this disgusting woke game I don't know who is man or woman,@Xxcv-z6m,en,cycling
D_I71v3laAE,"I don't understand it.
Can you please read a good book than doing stupid things like this?!",@DieReichenklauenvondenArmen.,en,cycling
CO4sKL3uFMA,Polonya her onemli macta boyle sacma sapan oynuyor anlamsiz,@gull2173,tr,cycling
CO4sKL3uFMA,skinner my goat,@teejay2132,no,cycling
CO4sKL3uFMA,Straight win for USA. Congrats.. Check TU vs. CN 3-2 match if you want to see something really incredible.,@ozt2275,en,cycling
CO4sKL3uFMA,"Incredible was Poland vs  USA, but MEN teams :  3-2 after the thriller  😁",@jacekboczarski6698,en,cycling
CO4sKL3uFMA,The most beautiful womens in sport! Good job USA 👍🏆🇸🇮,@bostjanhribersek1205,en,cycling
CO4sKL3uFMA,i dont think so. Not even close,@pashha27,en,cycling
CO4sKL3uFMA,Doesn’t seem so incredible but anyways😂😂😂,@Nazk7777,en,cycling
CO4sKL3uFMA,What a rubbish game!,@codingstyle9480,en,cycling
CO4sKL3uFMA,"Polonya'ya üzüldüm. Aslında yenebilirlerdi Amerika'yı....Ama bu oyunla değil, Polonya iyi bir takım...Amerika'yı tebrik ederiz...",@altancengiz7109,tr,cycling
CO4sKL3uFMA,"Right, it was incredible. Indeed we thought to watch a hard fight, instead we did watch one team playing volleyball and the other team watching the opponents playing.
That's really incredible.",@goodbyestranger6824,en,cycling
CO4sKL3uFMA,"La Polonia è la delusione di queste Olimpiadi.
La Wolosz sul viale del tramonto.",@roccoruggiero4728,it,cycling
H3de-HXouDQ,Brittney Griner and  Diana Taurasi are trash,@chriscastillo3842,en,cycling
H3de-HXouDQ,They didn't like that last 3.😂😂😂. Did you hear the Boos?,@cool_cat007smoove3,en,cycling
H3de-HXouDQ,She’s romanian Ionescu 😝 Viva Romania,@mihaivesa7719,ro,cycling
H3de-HXouDQ,Its unfair usa have a man in their team,@spyrosmicha,en,cycling
H3de-HXouDQ,Congratulations to the USA B team,@Woerdoxer,en,cycling
H3de-HXouDQ,"if not for the ref, belgium could have won",@tim99291,en,cycling
H3de-HXouDQ,i see what eurosport did there with that edit on that final usa 3pt shot.,@koopalibrary,en,cycling
H3de-HXouDQ,How boring. Where are the dunks? It looks like they are playing handball. No dribbling. 😂😂😂😂😂,@yannickmatiya907,en,cycling
H3de-HXouDQ,"Let me say something.
How much is there to do with the ""necessary"" victory of a sexualized USA team, with the referees blowing the whistle in their favor? Have you seen the most unfair boxing match in history at this Olympics? 
And now tell me that it is not on the agenda to do well enough to make those teams and athletes win?
Quite suspicious",@jlah3390,en,cycling
H3de-HXouDQ,"DISGUSTING. ONLY TWO WORDS I GONNA TELL YOU. 
CAITLIN CLARK",@jlah3390,en,cycling
vsA6CCOUZ7o,"That's what we want to see , not half dressed hybrids portraying the last supper",@user-mf4jj6le6d,en,cycling
vsA6CCOUZ7o,Better than that trash opening ceremony,@cucuvirgil2976,en,cycling
vsA6CCOUZ7o,She twerk😂😂😂😂😂,@turanserce2344,en,cycling
vsA6CCOUZ7o,Is she twerking?😳,@user-tm8he6yg2q,en,cycling
H3N8uPSVDoI,"Na bro why couldnt they have gotten a middle eastern commentator, these european ones have no enthusiasm, if i was there I WOULD BE SHOUTING?????😂😂😂",@silverlakemotors5184,en,cycling
H3N8uPSVDoI,Armand Raises the bar........,@deedee-tc4fh,en,cycling
H3N8uPSVDoI,"If he hadn't made that third attempt, Paris would have given him another shot.",@VicenzoV,en,cycling
H3N8uPSVDoI,First he won he gold. Then he broke the record.,@klausolekristiansen2960,en,cycling
H3N8uPSVDoI,Die einzig wahre Sensation dieser Olympischen Spiele .,@hartmutthomas989,de,cycling
H3N8uPSVDoI,MadMan,@DrunkRytNow,so,cycling
H3N8uPSVDoI,"I remember Sergi, but this lad is better",@davecoz4227,en,cycling
H3N8uPSVDoI,"But what happened in between kisses, looked like the guy pissed him off or something",@anomalix,en,cycling
H3N8uPSVDoI,It’s his older brother lol prob just releasing adrenaline,@KittenCritters,en,cycling
H3N8uPSVDoI,"@@KittenCritters It didn't look too friendly, even his girlfriend seems chocked, but i guess you could be right",@anomalix,en,cycling
H3N8uPSVDoI,"The man cleared 6.21 with an 8-cm difference, so it's only a matter of time before he clears 6.30.",@Nabuchodonozord,en,cycling
H3N8uPSVDoI,🇸🇪 ❤🇸🇪 Proud Swede!,@nina8888,af,cycling
KP2uBEGo_lc,What have the Olympic become? A f american stage? Revolting...,@secondodiana7528,en,cycling
KP2uBEGo_lc,Kocham Go ❤😊,@aniaru2116,de,cycling
KP2uBEGo_lc,what the heck clowns  has got to do with the 'altius citius fortius'? mercy,@dimkit9714,en,cycling
KP2uBEGo_lc,Does anyone know the dancer's name?,@lena170880,en,cycling
KP2uBEGo_lc,Legends,@Dee-gi4ge,nl,cycling
KP2uBEGo_lc,Paris doesn't have palm trees🤣,@itsakittyting,nl,cycling
KP2uBEGo_lc,😂,@selfMM84,unknown,cycling
KP2uBEGo_lc,Er alle danske kommentatorer sparet væk?,@jonasthomsen8000,da,cycling
KP2uBEGo_lc,W crowd,@dariusanderson8525,pl,cycling
KP2uBEGo_lc,Nice,@Messiedits145,ro,cycling
B0BX7SOTivY,"Fun fact if you are ahead of an opponent by less than approximately 10 centimeters at the finish line, let’s say 5 centimeters, you will clock the exact same time with him in two decimal places. That is why Lyles and Thompson clocked the same time.",@paultvshow,en,
B0BX7SOTivY,It's never over until its over 😂...,@HitFitAhlawat,no,
B0BX7SOTivY,For me thompson won the race,@bablushah1867,en,
B0BX7SOTivY,Noah Lyles PB 100m 9.79 is fast but no where near any world records.,@johnstephanos1128,en,
B0BX7SOTivY,"Beautiful N. Lyles ❤👍👍👍
Grace and style...",@ennediend2865,en,
B0BX7SOTivY,9.58. ---  9.63.  --- 9.69.. BOLT.  FOR EVER THE LEGEND...BOLT.,@bluemondaybluemonday9223,en,
B0BX7SOTivY,Gosti qendis ze shpirt,@user-kx8if4vz9n,sq,
B0BX7SOTivY,Noah would be a a huge problem if he fixed his start,@billarabga1055,en,
B0BX7SOTivY,It should  have been declared   a deadheat..Its happened before.,@user-ks9hs7xl6r,en,
B0BX7SOTivY,No,@user-ks9hs7xl6r,no,
9PUBIxoTyqw,Patron,@Fritz_Beck,it,
9PUBIxoTyqw,"C’est très bien 
!mais ces
2 frères ont sûrement dû faire
Beaucoup de sacrifices dans leur vie",@jeanmarcjegou,fr,
9PUBIxoTyqw,C'est un sport où il faut être pêchu.,@user-tb6hr3fq6g,fr,
9PUBIxoTyqw,"Contrôle, contre-attaques, déplacements, revers, coup-droits, tout y est !!! 👍 Génial Alexis 👏👏👏",@jean-yveslegall2562,fr,
9PUBIxoTyqw,That’s it’s true Bro 👍,@michamitek4030,en,
9PUBIxoTyqw,Les chinois ses les best,@PersonaFF,fr,
9PUBIxoTyqw,Il faut avoir des nerfs d’acier…formidable.,@user-nn9vy2zv8g,fr,
9PUBIxoTyqw,"S’il est célibataire, moi aussi 😝🧔🏻‍♂️",@normanzurich2781,fr,
9PUBIxoTyqw,"Alex, Lebrun, tu veux dire Félix Lebrun😂",@LBxxx397,fr,
9PUBIxoTyqw,Les vacances au camping des Flots Bleus ont payé !,@benjisrl,fr,
9PUBIxoTyqw,Juste magnifique 😊😊😊😊,@laurentbiguet4483,fr,
BQJ1pzOYIQI,😂😂😂😂😂😂😂😂😂😂😂,@Taslim2017,unknown,
BQJ1pzOYIQI,I can beat them without even training,@hayabusa1329,en,
BQJ1pzOYIQI,The audio is wild,@bhanuvanukuri6218,en,
BQJ1pzOYIQI,😂😂😂😂😂😂😂😂😂😂😂😂😂,@BeatriceGarrett-fb3kt,unknown,
BQJ1pzOYIQI,دکتر دو ساله دارم درخواست میکنم مستندکامل سایتیف رو بسازی ولی.......,@seyedyasin2658,fa,
BQJ1pzOYIQI,Humanity at its BEST!!!,@Sbannmarie,en,
BQJ1pzOYIQI,ولدان 🇮🇶🇮🇶🇮🇶🇮🇶😂😂,@user-yj9kv1ng3t,ar,
BQJ1pzOYIQI,😂😂,@Iloveburgerking-hf4oi,unknown,
BQJ1pzOYIQI,No way they posted this with that audio 💀,@user-wv7iw4lk2r,en,
BQJ1pzOYIQI,Lol,@LPandMD,it,
2c-s0kbep7I,Ce mec est imbattable 😅😅😅😅😅😅😅😅😅😅😅,@sistersbourdet,fr,
2c-s0kbep7I,"Le grand Léon, le plus grand champion de tout les temps",@marie-francecusset6451,fr,
2c-s0kbep7I,C normal c un dauphin,@taha-marocain,fr,
2c-s0kbep7I,Superbe athlète notre Leon❤❤❤,@michelputigny4020,fr,
2c-s0kbep7I,Gg Leon,@alicekermel1081,tl,
2c-s0kbep7I,Ressemble à mbappe,@CapyYTB,fr,
2c-s0kbep7I,🤦,@adrienrabiot3624,unknown,
2c-s0kbep7I,On repart pour 4 ans d'anonymat.. les hypocrites regarderont la natation peut être si un français va en finale.... 😂😂,@lherbenestpasplusverteaill1306,fr,
2c-s0kbep7I,Leonnnnn marchanddd est trop fort ❤😊,@MohammedAmine-jm1he,fr,
2c-s0kbep7I,Trop bg,@user-zt8mf5ec1j,vi,
2c-s0kbep7I,Il vit pour les caméras,@Michouirl,fr,
sK3ywCwKbMw,🌟,@_love_cats-889,unknown,
sK3ywCwKbMw,As a non gymnast I will call this “the nutcracker”,@Lego_Master_Yoda,en,
sK3ywCwKbMw,WOW!! My last name is Rivera too😂❤,@K1tt1c4t_47,en,
sK3ywCwKbMw,Essentially this routine got her an Olympic gold medal.,@ArtByDesign80,en,
sK3ywCwKbMw,"Why state her age all the time? 
Shawn was younger and won, and much better at 16. 
Stop focusing on her age, and let her be great at 20, 24, and 28! 
Hezley is very talented.",@PaulineHelmersson-hf5yf,en,
sK3ywCwKbMw,Ꮶの方の顔載せたかな？,@user-nc6sz1xk4h,ja,
sK3ywCwKbMw,Good dismount❤,@lucylovic,en,
sK3ywCwKbMw,She made 3 small mistakes,@lucylovic,et,
sK3ywCwKbMw,My NAME IS ON THERE TWICE,@user-df7lt3uw6h,vi,
sK3ywCwKbMw,Awesome! Inspiring,@franmiller1381,en,
os2Jxr-W_uc,She's a ditz.,@kathymc234,en,
os2Jxr-W_uc,Who built that. How do they not know that this will happen everyday?,@stefansYT,en,
os2Jxr-W_uc,That 👃,@chrismitchell4932,en,
os2Jxr-W_uc,Womp womp,@tildenmonae,pl,
os2Jxr-W_uc,There was haaland,@godlzzalpha2717,so,
os2Jxr-W_uc,"Ian after knocking over the drink: 
""I'm so sorry 🫤""
* 2 seconds later *
""WHO SPILLED IT🤯😶😱""",@a_very_real_human_being,en,
os2Jxr-W_uc,Where's the next Summer Olympics going to be,@lillybook123,en,
os2Jxr-W_uc,She’s laughing I would have been crying 😭✌️,@Yessir22486,en,
os2Jxr-W_uc,Bro needed a magnet,@shesheperson8558,en,
os2Jxr-W_uc,The samething happens to me tk but it was at my moms graduation,@myah_001,en,
xcV6317emqg,Noah won let's go USA,@brentmcmillan9374,en,
xcV6317emqg,This shows that Seville just took out Lyles once in their encounter and was outran more than thrice including the most important race,@terrancenyoni-qj2pw,en,
xcV6317emqg,"😂😂😂😂😂
😂😂😂😂😂😢",@nurammirahusna,unknown,
xcV6317emqg,"😅😅😅😂babi
😂😂😂😂",@nurammirahusna,so,
xcV6317emqg,HELOO,@tuongdavidvuhuenguyennhana2232,vi,
xcV6317emqg,"If they both have the same time, how do they determine the winner?",@MarsorryIckuatuna,en,
xcV6317emqg,Among all incompatible one less incompatible wins😂😂,@allisonburger4972,en,
xcV6317emqg,Noah Lyles. 🎉🎉,@owoyemirichardadedamola2812,id,
xcV6317emqg,"Why are people still talking about if Bolt was in the race🤦🏾‍♀️ Bolt is the record holder and the fastest of all times AAAANNNDDD HE HAS RETIRED!! Stop comparing Noah and Kishane to Bolt and let them have their own identity,  moment and place in Track and Field history.

Also, if you are a novice in the rules of Track and Field please just don't comment 🤦🏾‍♀️",@andreabloom7287,en,
xcV6317emqg,"Say is the same time Is a New way to Steel competitions from USA, way don't show the video?they own guy who was speaking said Jamaica won!",@Marcos-ff3ro,en,
xcV6317emqg,If they both ran the same time why didn’t they both get gold ??,@darraghcollins1374,en,
nSO1T1r4mFI,Non pensavo che i turchi fossero così rosiconi,@pi5553,it,cycling
nSO1T1r4mFI,???,@user-go6wm9zi7r,unknown,cycling
nSO1T1r4mFI,Pallavolo femminile è piu bella di quella maschile😍🥰,@CocacolaBoy83,it,cycling
nSO1T1r4mFI,"Italy was not dominant!!, Türkiye struggled with many injuries and played with the B team. Despite this, it was an extremely even game! You only gave Italy's numbers!!",@tijenguney8289,en,cycling
nSO1T1r4mFI,"It's really strange to see so many Italian olympic teams winning medals like nothing... and seeing our national football team suck so hard that it looks like almost the American Football Team... 🤔😑😮‍💨
Those players are paid too much.",@danielefabbro822,en,cycling
nSO1T1r4mFI,"Brave ragazze! Ci siete quasi alla medaglia d'oro o argento. Coraggio ragazze d'Italia, siate grintose e battete le ragazze degli Stati Uniti D'America! In bocca al lupo e Forza Italia!",@francithepooh,it,cycling
nSO1T1r4mFI,ED È ARRIVATAAA😍😍🇮🇹🇮🇹🥇🥇,@francescacuppari2800,it,cycling
nSO1T1r4mFI,Che bello vedere i commenti dei rosiconi che invocano il purismo di razza perché non sanno a cosa aggrapparsi 😂😂🔥 Silla più italiana di me porco zio,@francesco5254,it,cycling
nSO1T1r4mFI,Vargas you are man!!! Go home!,@herbi4640,en,cycling
nSO1T1r4mFI,Superb Italy winning 2 men- team of Turkey! Shame on you Turkey!!!!!!,@herbi4640,en,cycling
nSO1T1r4mFI,DID WE HEAR ANY EBRAR SCREAMS??? 🤣🤣🤣🤣🤣🤣,@quitx8028,de,cycling
nSO1T1r4mFI,"Entrambe le squadre hanno giocato in modo eccellente.
L'Italia meritava di vincere.
Buona fortuna per la finale.",@ClarkKent-wr3xz,it,cycling
emZDytzNtdo,AAP merathan m race krti ho,@Abhishek-w8u8z,en,
emZDytzNtdo,"I feel so bad for Noah Lyes, he is a very good runner",@colette_equestrian,en,
emZDytzNtdo,Я так и думал . Ещё 2 года назад я предсказал что Tebogo будет бежать как Усэйн Болт! У них одинаковые шаги . ! Думаю что Тебого восходящая звезда спринта!,@igorigor9792,ru,
emZDytzNtdo,People who record themselves reacting are the worst people in the world,@coolinmac,en,
emZDytzNtdo,"Tebogo ,is ❤❤osm runner 🎉🎉",@Nayak_0001,no,
emZDytzNtdo,Everyone around you standing normally. Yet you’re the only one shocked?,@aliyaspahic,en,
emZDytzNtdo,Can't White people compete with the blacks?,@manu-manuel,en,
emZDytzNtdo,Only blacks 😮😮😢😢,@manu-manuel,en,
emZDytzNtdo,When being arrogant doesn’t go your way. Dude lied about having Covid 19 and that’s why he lost. No you lost because you were slower then the other sprinters,@TruCunt,en,
emZDytzNtdo,"Ssssshhhhhhh..........
sileeennnttt.... 😂😂😂😂😂
noah sleeepp....",@nananghidayatul9980,fi,
m9x9PyPsMu0,"Tap on the play button ▶️ to watch me COMPETE in the OLYMPICS! That's right, I competed AND... set a world record 😉 NOW WATCH MY WHOLE VLOG NOW! 🙌🏼",@IanBoggs,en,
m9x9PyPsMu0,Yo Ian I am so happy that a good and positive person got famous and successful like you ❤️,@lucasoliveira8437,en,
m9x9PyPsMu0,W,@ducky-zx5vy,sw,
m9x9PyPsMu0,Good luck😊,@jesusjimenez1039,so,
m9x9PyPsMu0,only 3 replies in 1 day? wow,@randomguy4744,en,
m9x9PyPsMu0,R u European,@ummer14,ro,
m9x9PyPsMu0,Cap,@knowledgewithkanishk,ca,
m9x9PyPsMu0,I hate olimpic,@DebbieSmith-zr3jd,it,
m9x9PyPsMu0,Like swimming running,@gunnergaming13,no,
m9x9PyPsMu0,What are you doing,@gunnergaming13,en,
m9x9PyPsMu0,"I mean, I’m not a athlete still fast and I eat a lot",@ChaseUzumakiBelieveit,en,
m9x9PyPsMu0,Oh please i can eat more but im in Nz and im only 9,@IzobelleBarnett-ns5dq,en,
m9x9PyPsMu0,We do eat all the time,@user-hk4bp7jl8g,en,
m9x9PyPsMu0,1001,@HunterBrown-r5x,unknown,
m9x9PyPsMu0,What does your room at the olympics look like with the😂😂😂😂😂,@ruthborja1678,en,
ge_B4hlkGa0,"If you enjoyed this besties, please subscribe for more content 🫶❤️ (& a Gold medal ☺️🥇) LY! ❤️🏆",@Sussan_Mourad,en,
ge_B4hlkGa0,This is how you do it..,@LionHeartInTheWild,en,
ge_B4hlkGa0,Queens respecting each other ! ❤❤,@oyvehwompwomp,en,
ge_B4hlkGa0,That's not Adele 😮,@EliHank,en,
ge_B4hlkGa0,LOVE YOU ADELE❤❤❤,@loisewatson384,cy,
ge_B4hlkGa0,Man Adele is amazing 😢I love her ❤,@anniereg4500,en,
ge_B4hlkGa0,Congratulations to alfred 💐🎉,@shaneilellis9832,en,
ge_B4hlkGa0,Wowed,@sej5387,pl,
ge_B4hlkGa0,I love Adele supporting other incredible women!,@catmat3686,en,
ge_B4hlkGa0,That's such a sad comment how is her support to the Olympic contestants about their gender ? Don't everyone deserve the same support when they perform at the Olympics ?,@hsd287,en,
ge_B4hlkGa0,Luv ❤️ you Adele,@rainetravels1410,tr,
GjiNiMDNE5U,Les missiles qu’ils s’envoient…,@borugby,fr,
GjiNiMDNE5U,"Plus que ces succès..
Jouer en porte plume.. Même le Chinois ne le font plus.
Un gros 👍 pour Félix ❤",@happyti.g1019,fr,
GjiNiMDNE5U,Ca ping et ça pong.,@dominiquegerault9760,tl,
GjiNiMDNE5U,Il va renverser la planète ping et sera bientôt numéro un mondial devant l'Asie,@user-xg6ub1of7e,fr,
GjiNiMDNE5U,Faudra m'expliquer l'intérêt de montrer en premier la 5e pour ensuite passer les 4 premières et montrer de nouveau la 5e balle de match,@Bien_se_passer_tkt_pas,fr,
GjiNiMDNE5U,Ce gars est incroyable 🤯🤯🤯,@JojoCutrupi,fr,
GjiNiMDNE5U,le plus jeune medaillé olympique de l'histoire du ping le futur goat,@JesseWhite10,fr,
GjiNiMDNE5U,"Les frères Lebrun, nous ont fait rêver de ouf, dans 4 ans, les chinois vont souffrir et c'est bien ... Merci pour ses jeux divin, ils n'ont pas eu la médaille d'or, mais c'est comme ci...",@eleonoremythlya9305,fr,
GjiNiMDNE5U,On se rend pas compte des parpaings qu’il lui envoie,@kevcc_,fr,
GjiNiMDNE5U,Un monstre en puissance notre Félix ❤,@user-uq8rg5ye3l,fr,
rHVI3wOqqrA,0:23 Too bad no men were actually chosen to compete this year…,@hwtvi3466,en,
rHVI3wOqqrA,"WHY GHASTLY, OBNOXIOUS AND EXTREMELY LOUD!!!! MUSIC?!  I COULD NOT HEAR A WORD OF THE PERSON EXPLAINING THE RULES.  THIS MUST BE THE WORST YOUTUBE UPLOAD EVER!!!",@annac9771,en,
rHVI3wOqqrA,"Tanda Comercial RPP Noticias 📰 89.7 FM (Perú, 08/07/2013 📅) (2/4)",@samuraisama6457,pt,
rHVI3wOqqrA,5:03,@samuraisama6457,unknown,
rHVI3wOqqrA,The American Artistic Swimmers are returning to podium in Paris 2024!,@francisnguyen6349,en,
rHVI3wOqqrA,"Tanda Comercial RPP Noticias 📰 89.7 FM (Perú, 08/07/2013 📅) (2/4)",@alanikari6403,pt,
rHVI3wOqqrA,5:03,@alanikari6403,unknown,
rHVI3wOqqrA,So they banned Russia in the olympics but not israel? 😴,@tekilacat1465,en,
rHVI3wOqqrA,"If the Russians were there, no one could beat them.",@wongrichx,en,
rHVI3wOqqrA,"I Saw 'the satanic  simbol, in 1,37 '",@lushenjhonn2466,en,
FHdsCeB2g6w,Non,@lapoule5225,en,
FHdsCeB2g6w,Ah oui une femme décapitée ensanglantée c était vraiment top ????et lez chrétiens bafoués. La honte !!!,@elisabethviviez4460,fr,
FHdsCeB2g6w,Bof..,@mauriceperon3313,en,
FHdsCeB2g6w,Les français arretez de vous voiler la face avec vos cérémonie puantes et sataniques !!!on fait pitié avec nos grandes folles et nos pauvres spectacles 😅allez regarder les autres cérémonieson fait pas le poids,@matal7016,fr,
FHdsCeB2g6w,❤❤❤❤❤on est les meilleurs au monde ❤❤❤❤❤❤la France le plus beau pays au monde ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤ Paris la plus belle capitale au monde ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤nottre ouverture la plus belle du siècle depuis la création des jeux ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤on domine le toit du monde ❤❤❤❤❤❤❤❤❤❤❤❤❤vive la France vive la république ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,@jeanlouismartin2025,fr,
FHdsCeB2g6w,Faut pas exagérer quand même ! Y’avait 2 - 3 trucs un peu naze,@marc6941,fr,
FHdsCeB2g6w,A part nakamura et les travestis le reste super,@floma38,fr,
